Concurso	Bola1	Bola2	Bola3	Bola4	Bola5
3298	7	17	18	28	73
3299	34	44	46	63	74
3300	14	38	49	64	67
3301	2	4	19	52	63
3302	31	34	36	50	77
3303	8	10	41	49	73
3304	4	13	27	42	62
3305	9	15	23	31	54
3306	26	35	43	53	71
3307	7	26	31	59	76
3308	15	17	32	45	71
3309	2	18	22	27	68
3310	17	19	39	43	54
3311	1	7	14	20	57
3312	3	4	35	37	46
3313	2	15	45	54	80
3314	10	14	21	25	56
3315	7	22	55	62	65
3316	13	24	27	50	61
3317	2	15	26	48	57
3318	10	26	52	58	68
3319	34	35	43	46	49
3320	36	42	47	49	53
3321	4	7	20	31	52
3322	14	29	33	51	58
3323	6	25	52	61	75
3324	25	26	33	44	75
3325	8	11	25	62	79
3326	50	53	56	59	66
3327	8	10	48	53	56
3328	17	38	55	62	78
3329	7	21	24	34	44
3330	18	33	41	42	77
3331	14	33	49	64	77
3332	12	13	33	35	54
3333	9	44	46	71	78
3334	4	42	56	66	76
3335	4	15	19	40	75
3336	1	15	44	45	54
3337	46	49	61	68	76
3338	6	18	29	30	75
3339	8	11	45	46	80
3340	5	13	20	44	62
3341	9	34	51	55	79
3342	4	16	18	22	73
3343	12	27	48	69	72
3344	22	60	64	70	74
3345	8	17	34	49	67
3346	45	47	58	62	72
3347	1	4	5	11	29
3348	30	36	37	50	75
3349	10	12	62	68	71
3350	10	27	35	54	73
3351	13	29	39	55	69
3352	11	22	29	46	72
3353	8	10	29	32	70
3354	16	20	28	62	72
3355	8	23	29	38	57
3356	2	25	43	60	67
3357	5	25	47	49	58
3358	2	19	22	31	78
3359	30	35	38	63	75
3360	27	30	37	58	80
3361	14	19	27	51	77
3362	3	19	45	49	80
3363	4	8	28	64	76
3364	7	29	41	54	79
3365	1	27	30	38	62
3366	3	22	30	48	50
3367	45	60	64	66	71
3368	22	23	24	44	67
3369	9	15	22	38	68
3370	6	36	43	63	67
3371	5	7	44	59	65
3372	19	40	53	74	79
3373	43	68	69	74	76
3374	1	16	30	45	50
3375	4	9	18	32	58
3376	4	38	56	79	80
3377	6	46	68	71	76
3378	6	8	42	67	78
3379	14	17	45	54	72
3380	20	52	53	55	66
3381	5	7	39	45	77
3382	15	27	55	60	80
3383	15	41	51	73	77
3384	26	46	47	48	73
3385	10	15	23	36	49
3386	1	22	30	47	57
3387	15	44	61	74	76
3388	18	34	38	42	59
3389	10	36	40	51	72
3390	10	17	20	37	61
3391	35	39	40	79	80
3392	3	37	42	56	57
3393	1	36	48	78	79
3394	11	28	58	74	76
3395	10	25	31	41	76
3396	24	32	44	63	71
3397	24	38	60	77	78
3398	38	50	54	57	64
3399	23	42	55	64	75
3400	28	39	43	57	63
3401	20	34	51	54	76
3402	12	18	29	50	65
3403	5	11	17	27	60
3404	28	31	49	53	78
3405	29	42	62	65	68
3406	23	37	41	44	80
3407	16	21	55	63	78
3408	7	48	62	70	77
3409	24	33	52	60	72
3410	14	37	53	68	72
3411	5	7	9	15	70
3412	15	29	36	40	59
3413	2	22	38	61	78
3414	6	11	18	31	59
3415	14	22	48	58	59
3416	3	20	63	68	77
3417	12	16	46	49	77
3418	53	59	67	72	75
3419	3	24	50	66	78
3420	5	11	28	30	63
3421	20	34	49	53	78
3422	5	12	34	40	53
3423	10	32	34	56	63
3424	26	36	37	42	73
3425	7	17	35	45	63
3426	26	27	29	62	73
3427	33	38	73	76	79
3428	9	10	24	59	66
3429	18	28	38	55	75
3430	6	14	34	51	58
3431	7	14	25	35	57
3432	42	58	62	73	76
3433	3	21	24	72	74
3434	33	45	49	54	69
3435	7	29	42	56	78
3436	25	32	40	61	79
3437	16	23	24	27	28
3438	48	56	64	66	76
3439	3	15	25	35	47
3440	4	24	38	67	79
3441	23	24	30	55	64
3442	6	8	22	25	47
3443	10	30	38	55	69
3444	53	56	60	64	68
3445	11	50	54	55	59
3446	1	32	52	59	77
3447	5	11	12	40	79
3448	2	12	35	44	80
3449	24	36	44	56	73
3450	18	22	37	43	66
3451	40	66	70	72	78
3452	4	5	45	48	75
3453	1	11	46	63	76
3454	7	8	23	45	73
3455	26	39	40	48	53
3456	8	17	33	36	75
3457	11	13	27	29	70
3458	10	24	52	71	77
3459	15	18	43	65	77
3460	8	39	45	56	57
3461	11	14	31	34	44
3462	9	21	43	48	71
3463	7	35	58	74	76
3464	12	13	18	59	66
3465	7	8	56	72	77
3466	2	17	64	73	74
3467	29	43	52	59	77
3468	3	9	15	50	72
3469	15	36	51	52	63
3470	12	16	21	56	78
3471	15	40	42	43	52
3472	7	38	57	66	73
3473	3	28	49	70	73
3474	9	37	42	50	52
3475	9	24	65	74	77
3476	10	25	64	72	78
3477	19	51	56	60	70
3478	14	49	50	65	78
3479	1	3	13	27	56
3480	2	7	16	53	78
3481	11	18	52	61	68
3482	4	23	25	37	72
3483	17	19	39	55	79
3484	15	24	61	65	66
3485	16	23	27	43	50
3486	7	9	46	53	76
3487	4	8	41	76	79
3488	1	10	36	46	80
3489	1	2	7	23	61
3490	25	28	35	54	69
3491	9	32	54	55	75
3492	1	52	60	65	77
3493	1	17	27	39	55
3494	1	51	58	68	73
3495	4	15	16	33	44
3496	4	27	46	64	78
3497	4	10	23	61	64
3498	36	41	51	66	77
3499	11	21	26	29	64
3500	5	13	25	30	66
3501	23	26	36	43	65
3502	1	26	33	57	58
3503	22	53	62	68	70
3504	4	7	42	50	69
3505	24	53	61	62	72
3506	32	41	71	73	80
3507	17	19	30	43	45
3508	2	12	17	28	31
3509	18	19	32	34	78
3510	10	23	48	66	69
3511	6	21	26	31	48
3512	2	18	51	64	65
3513	22	25	41	56	58
3514	13	18	19	51	70
3515	1	60	61	66	73
3516	5	44	53	67	77
3517	15	26	55	71	79
3518	16	25	27	56	80
3519	39	46	50	64	72
3520	4	21	47	59	79
3521	21	41	52	58	71
3522	1	40	47	50	62
3523	5	19	60	70	72
3524	10	33	36	72	76
3525	1	4	12	25	61
3526	33	40	56	66	74
3527	17	50	59	66	77
3528	2	12	27	46	59
3529	6	14	18	35	61
3530	2	3	12	13	18
3531	9	46	50	67	79
3532	1	19	53	56	57
3533	15	21	33	38	73
3534	19	33	37	38	49
3535	5	13	49	58	75
3536	10	26	58	71	78
3537	36	48	51	54	65
3538	3	20	25	63	71
3539	5	19	21	26	40
3540	6	7	26	27	37
3541	17	30	47	52	54
3542	16	33	41	61	75
3543	25	36	42	45	52
3544	23	41	48	76	80
3545	37	54	65	70	80
3546	10	13	14	43	51
3547	26	30	52	69	76
3548	5	39	57	59	79
3549	5	7	8	47	77
3550	9	34	41	71	73
3551	37	38	52	65	75
3552	2	16	29	66	68
3553	1	14	27	55	62
3554	8	19	24	30	47
3555	11	19	31	44	68
3556	5	19	30	31	65
3557	1	10	38	56	63
3558	8	32	36	76	80
3559	14	34	39	55	56
3560	14	34	44	45	51
3561	13	15	44	69	78
3562	16	23	29	44	50
3563	41	48	63	67	71
3564	5	13	29	50	58
3565	18	26	48	53	75
3566	34	35	45	68	71
3567	11	24	28	31	37
3568	9	13	29	38	78
3569	15	42	54	61	69
3570	8	15	22	35	45
3571	26	44	56	64	65
3572	39	41	62	65	72
3573	2	9	43	64	80
3574	7	52	55	64	73
3575	2	16	19	22	36
3576	4	21	31	62	72
3577	31	34	51	55	78
3578	26	43	54	57	65
3579	11	34	35	58	73
3580	6	16	18	41	44
3581	17	34	53	63	77
3582	44	50	52	60	70
3583	23	39	44	54	57
3584	9	50	51	58	74
3585	16	23	50	59	65
3586	2	5	46	47	51
3587	26	35	51	70	78
3588	15	21	45	47	63
3589	2	17	30	41	64
3590	6	46	71	73	78
3591	11	13	15	37	75
3592	18	25	35	41	60
3593	20	35	45	65	69
3594	11	28	72	73	74
3595	8	35	41	45	54
3596	13	30	47	50	78
3597	1	21	28	54	68
3598	15	30	46	58	79
3599	9	35	45	71	73
3600	42	43	72	75	78
3601	2	6	7	31	79
3602	19	28	30	43	45
3603	1	38	49	62	73
3604	1	18	32	47	64
3605	12	24	34	44	78
3606	12	26	28	53	55
3607	11	51	68	69	74
3608	10	33	38	46	63
3609	23	37	50	69	77
3610	1	12	13	23	71
3611	16	18	40	62	75
3612	3	7	33	34	58
3613	19	22	28	31	33
3614	32	53	54	59	63
3615	21	39	58	61	69
3616	14	26	36	38	50
3617	4	5	60	75	79
3618	13	17	44	49	54
3619	19	31	57	67	71
3620	17	40	50	59	73
3621	13	19	55	57	63
3622	4	15	18	51	55
3623	31	40	61	68	72
3624	1	40	54	78	80
3625	29	42	53	75	77
3626	4	21	43	52	58
3627	3	35	37	57	80
3628	8	13	37	55	76
3629	1	8	25	45	57
3630	13	14	23	43	56
3631	6	32	54	55	75
3632	6	14	38	55	69
3633	1	20	49	57	77
3634	3	15	30	53	61
3635	42	44	56	59	64
3636	9	12	42	59	72
3637	19	29	42	52	63
3638	19	38	44	46	70
3639	29	32	34	39	63
3640	1	16	49	68	74
3641	4	9	53	61	63
3642	2	12	14	17	70
3643	21	33	53	64	80
3644	29	33	58	60	75
3645	9	17	26	42	46
3646	2	3	15	39	63
3647	9	24	35	63	79
3648	17	40	52	54	80
3649	1	4	17	24	42
3650	15	29	43	55	63
3651	17	44	66	70	80
3652	10	13	20	32	50
3653	9	13	16	37	58
3654	11	18	20	29	53
3655	2	11	13	22	29
3656	3	13	26	55	79
3657	9	35	44	57	75
3658	10	36	39	54	79
3659	4	33	44	49	57
3660	2	8	10	58	64
3661	2	6	32	63	66
3662	28	56	58	61	76
3663	17	32	62	67	79
3664	53	55	60	69	70
3665	22	26	58	60	61
3666	27	41	44	70	72
3667	18	22	49	63	65
3668	9	26	39	54	56
3669	13	39	40	45	55
3670	6	8	36	67	72
3671	3	16	25	29	39
3672	9	16	17	28	75
3673	2	6	29	66	80
3674	5	21	24	30	69
3675	34	49	52	77	79
3676	5	13	15	37	39
3677	16	22	67	72	73
3678	5	47	61	77	80
3679	11	16	23	56	61
3680	7	31	59	60	79
3681	10	14	15	29	31
3682	13	18	39	60	68
3683	26	28	31	43	76
3684	6	18	32	48	69
3685	17	19	35	53	76
3686	23	40	45	59	74
3687	33	50	59	60	78
3688	8	9	29	66	79
3689	10	36	44	52	72
3690	28	35	63	64	67
3691	6	11	19	53	72
3692	2	8	9	26	78
3693	25	31	63	67	70
3694	1	26	42	45	72
3695	11	32	47	67	76
3696	18	20	31	34	37
3697	6	49	53	66	67
3698	19	20	33	58	77
3699	10	14	52	74	75
3700	5	26	29	44	59
3701	9	15	35	40	78
3702	36	42	52	62	74
3703	9	12	16	43	67
3704	15	38	40	57	62
3705	22	27	49	52	63
3706	8	9	11	43	73
3707	5	19	34	70	72
3708	18	21	47	48	62
3709	6	11	25	35	74
3710	10	18	55	58	80
3711	18	32	55	64	73
3712	1	19	26	60	61
3713	21	39	41	49	54
3714	19	23	26	53	56
3715	26	28	31	33	62
3716	18	34	65	66	80
3717	30	37	38	52	55
3718	7	30	36	50	66
3719	4	20	21	55	56
3720	23	31	33	34	40
3721	17	39	44	49	57
3722	8	32	42	64	73
3723	23	39	44	52	69
3724	4	32	46	54	66
3725	33	40	56	70	74
3726	12	50	59	73	80
3727	8	31	37	45	71
3728	6	32	54	71	78
3729	3	15	16	19	72
3730	17	18	26	46	59
3731	33	41	43	75	79
3732	5	13	19	34	50
3733	20	24	39	45	77
3734	8	9	33	39	45
3735	17	29	44	71	75
3736	7	22	24	39	58
3737	4	20	35	50	52
3738	5	29	55	62	68
3739	28	45	56	63	68
3740	17	45	52	73	77
3741	19	23	72	79	80
3742	2	3	15	45	75
3743	7	16	32	68	78
3744	21	44	50	66	80
3745	2	12	67	75	78
3746	57	62	65	73	80
3747	6	8	14	20	58
3748	4	14	24	37	78
3749	16	20	29	33	47
3750	20	30	42	64	74
3751	43	50	65	66	68
3752	14	15	27	29	67
3753	1	14	15	22	36
3754	2	16	21	65	79
3755	16	41	63	68	78
3756	2	27	54	56	63
3757	27	30	48	57	67
3758	8	27	28	60	71
3759	3	23	34	45	53
3760	9	38	69	71	73
3761	6	9	29	46	48
3762	26	48	56	63	69
3763	4	8	23	60	71
3764	4	33	50	54	80
3765	11	38	39	58	68
3766	2	8	27	33	55
3767	17	21	28	34	63
3768	15	16	28	55	67
3769	36	52	58	67	76
3770	6	13	15	22	32
3771	12	16	30	55	68
3772	4	7	16	19	62
3773	31	50	59	70	74
3774	1	20	56	71	79
3775	14	29	44	45	47
3776	42	61	64	67	79
3777	5	18	19	31	45
3778	2	5	32	49	60
3779	21	30	31	43	54
3780	1	7	15	22	71
3781	45	47	49	74	80
3782	6	20	24	42	57
3783	13	39	40	50	66
3784	6	27	61	70	72
3785	23	29	49	76	79
3786	5	7	59	60	73
3787	17	35	55	69	75
3788	8	26	31	41	78
3789	21	23	29	49	77
3790	2	8	23	69	75
3791	17	26	37	66	79
3792	4	30	40	54	57
3793	2	5	46	48	65
3794	2	11	20	27	51
3795	5	49	51	65	76
3796	16	25	66	69	78
3797	3	25	33	35	76
3798	14	27	30	31	68
3799	30	36	43	63	72
3800	17	40	55	59	68
3801	9	47	62	64	76
3802	8	40	57	62	73
3803	15	32	36	38	53
3804	2	38	45	47	72
3805	5	17	50	72	75
3806	13	18	29	51	52
3807	6	18	28	49	53
3808	6	27	47	68	78
3809	30	33	61	66	67
3810	9	39	44	65	67
3811	1	16	30	73	80
3812	32	43	64	65	71
3813	2	4	11	28	35
3814	1	15	22	23	47
3815	34	36	52	56	63
3816	19	42	67	72	77
3817	25	45	59	68	75
3818	11	15	32	39	51
3819	20	37	39	61	72
3820	42	53	61	73	80
3821	11	15	16	24	44
3822	32	48	59	65	71
3823	5	43	55	62	76
3824	2	11	17	29	67
3825	7	16	40	60	67
3826	6	34	37	45	75
3827	17	31	54	73	80
3828	27	50	57	70	72
3829	10	15	37	46	60
3830	1	12	43	58	80
3831	48	56	57	58	64
3832	17	36	37	64	66
3833	2	8	36	46	65
3834	11	19	38	40	58
3835	43	52	53	72	80
3836	2	10	26	41	47
3837	5	31	47	72	78
3838	11	20	50	58	74
3839	4	40	51	59	62
3840	21	22	34	49	77
3841	6	8	34	53	61
3842	3	13	35	57	77
3843	11	34	40	43	52
3844	4	9	52	66	80
3845	1	10	12	15	72
3846	6	10	19	23	33
3847	10	50	57	67	70
3848	29	44	52	70	76
3849	35	57	60	66	73
3850	15	21	23	40	43
3851	16	27	33	45	75
3852	9	34	38	48	51
3853	10	34	40	47	52
3854	3	32	55	79	80
3855	12	17	65	77	79
3856	6	24	38	54	72
3857	8	16	18	22	34
3858	17	26	28	50	72
3859	7	29	38	57	76
3860	7	13	38	56	70
3861	8	29	51	61	79
3862	1	32	56	70	77
3863	2	42	59	62	67
3864	11	21	31	43	62
3865	32	61	65	70	80
3866	4	8	16	43	80
3867	3	21	35	55	70
3868	10	14	31	46	74
3869	11	19	27	44	78
3870	3	39	44	76	77
3871	4	15	41	66	71
3872	3	13	44	53	70
3873	5	10	23	76	77
3874	5	7	32	58	69
3875	2	28	29	56	60
3876	15	30	50	58	79
3877	25	27	30	32	65
3878	19	40	50	70	74
3879	5	20	52	58	64
3880	24	33	35	38	42
3881	10	17	50	59	75
3882	2	21	22	37	79
3883	26	33	51	55	69
3884	29	46	48	49	66
3885	11	24	28	41	71
3886	17	43	49	63	71
3887	6	20	24	47	70
3888	14	40	42	51	63
3889	17	39	53	57	73
3890	18	27	51	69	73
3891	13	32	34	54	78
3892	1	8	23	41	59
3893	3	4	5	34	75
3894	5	14	18	43	76
3895	5	6	47	55	66
3896	12	37	39	47	55
3897	31	39	45	69	78
3898	23	32	56	76	77
3899	10	27	47	65	74
3900	35	43	47	56	57
3901	53	62	64	73	76
3902	15	30	37	49	62
3903	12	38	47	77	78
3904	34	35	36	50	55
3905	4	6	21	58	73
3906	6	27	42	59	61
3907	6	13	35	46	49
3908	19	23	35	48	53
3909	31	44	46	52	55
3910	21	32	43	44	76
3911	3	8	34	53	72
3912	17	29	34	48	58
3913	43	48	50	65	66
3914	1	16	32	36	74
3915	1	18	68	79	80
3916	13	26	44	64	68
3917	8	41	47	66	75
3918	12	13	31	49	65
3919	27	38	66	70	76
3920	8	10	31	70	80
3921	31	32	49	50	54
3922	17	22	44	68	78
3923	4	38	44	49	66
3924	10	24	31	42	48
3925	8	15	20	24	47
3926	7	12	17	51	53
3927	15	46	56	57	80
3928	18	41	43	59	71
3929	6	13	28	32	41
3930	13	25	34	46	61
3931	6	28	47	64	67
3932	2	24	27	48	67
3933	6	24	34	67	74
3934	7	18	43	53	79
3935	7	19	41	43	45
3936	11	13	29	60	76
3937	22	28	45	48	62
3938	29	40	54	69	73
3939	43	44	45	53	74
3940	10	19	33	40	80
3941	5	13	15	45	53
3942	34	39	40	41	69
3943	5	12	22	29	60
3944	13	36	49	69	70
3945	6	10	20	22	75
3946	12	21	49	56	73
3947	10	54	56	66	80
3948	19	26	61	74	79
3949	16	29	31	47	69
3950	19	24	37	49	74
3951	12	26	48	52	61
3952	31	49	56	62	66
3953	11	19	36	37	40
3954	4	13	16	49	74
3955	10	38	53	54	67
3956	21	31	39	56	61
3957	23	38	42	49	79
3958	19	21	55	63	70
3959	27	39	56	73	76
3960	33	34	43	47	57
3961	9	10	23	24	63
3962	36	46	57	61	72
3963	23	36	65	70	80
3964	7	33	56	59	64
3965	18	23	40	70	73
3966	11	17	38	39	72
3967	8	41	42	53	75
3968	14	18	25	75	76
3969	5	6	8	28	48
3970	9	34	59	61	79
3971	32	47	53	60	65
3972	27	37	39	53	60
3973	47	50	63	71	72
3974	16	17	18	34	55
3975	6	21	63	65	73
3976	23	37	50	53	54
3977	22	30	44	64	80
3978	2	50	59	69	72
3979	14	33	39	58	74
3980	9	15	27	28	61
3981	5	36	45	47	61
3982	25	38	57	59	68
3983	9	35	55	69	70
3984	2	5	16	35	65
3985	9	21	24	27	69
3986	4	6	26	36	55
3987	3	50	60	67	77
3988	15	33	56	63	77
3989	14	31	37	38	78
3990	24	31	36	39	72
3991	22	24	45	49	64
3992	30	37	40	72	79
3993	11	16	46	48	74
3994	6	13	19	40	64
3995	6	45	50	67	75
3996	3	23	28	40	63
3997	1	25	37	41	80
3998	2	25	26	29	38
3999	10	22	25	70	79
4000	17	21	27	46	63
4001	7	22	49	52	76
4002	3	6	7	43	55
4003	1	25	27	32	51
4004	24	27	37	45	69
4005	10	14	33	50	62
4006	15	18	44	55	74
4007	5	27	31	35	53
4008	19	28	46	50	58
4009	9	13	21	29	69
4010	9	36	37	39	43
4011	6	24	52	53	69
4012	43	47	48	54	66
4013	9	24	42	58	59
4014	24	41	52	57	77
4015	3	22	41	46	65
4016	34	65	68	69	80
4017	3	16	46	52	59
4018	4	12	32	44	60
4019	5	11	12	55	62
4020	4	6	13	43	64
4021	29	45	55	75	80
4022	10	29	38	56	63
4023	7	37	47	62	80
4024	12	22	27	31	52
4025	24	28	52	53	79
4026	10	35	54	67	75
4027	13	25	69	73	75
4028	6	12	48	54	77
4029	2	18	29	32	55
4030	19	30	36	43	64
4031	5	9	33	63	73
4032	19	45	53	61	64
4033	16	22	38	50	62
4034	5	29	43	48	54
4035	4	7	10	50	61
4036	6	8	19	35	50
4037	1	13	14	21	38
4038	5	9	15	40	42
4039	37	40	43	70	79
4040	25	28	37	61	80
4041	3	24	66	69	70
4042	10	20	42	62	72
4043	12	25	32	39	76
4044	38	41	50	51	72
4045	9	11	16	58	63
4046	6	17	20	53	78
4047	7	10	38	46	55
4048	15	22	32	49	58
4049	5	26	37	38	76
4050	42	56	60	62	68
4051	17	18	23	42	76
4052	1	15	17	31	67
4053	26	27	30	34	63
4054	22	51	52	70	71
4055	11	18	66	69	78
4056	6	12	17	52	78
4057	2	15	29	69	80
4058	12	19	66	68	75
4059	17	27	30	41	44
4060	2	17	29	34	68
4061	12	13	33	61	80
4062	7	19	42	61	76
4063	4	12	17	70	75
4064	12	17	27	38	78
4065	13	18	28	62	73
4066	39	47	52	53	55
4067	2	7	18	60	71
4068	30	49	70	71	79
4069	22	24	29	32	80
4070	2	15	37	46	52
4071	15	27	40	51	64
4072	2	34	43	75	78
4073	8	35	51	62	67
4074	10	24	26	64	75
4075	15	24	57	61	74
4076	17	18	56	61	62
4077	3	14	15	37	43
4078	1	52	57	69	79
4079	31	35	37	56	67
4080	8	34	35	48	76
4081	24	26	34	68	72
4082	8	21	35	59	67
4083	2	53	59	70	80
4084	12	26	67	71	78
4085	10	28	57	75	80
4086	6	28	31	33	71
4087	36	56	58	64	74
4088	31	58	59	67	71
4089	12	26	33	43	47
4090	23	40	41	43	74
4091	2	9	24	60	67
4092	1	19	23	59	79
4093	8	9	20	27	73
4094	2	36	52	65	73
4095	14	26	69	71	77
4096	17	35	58	74	79
4097	3	11	31	40	61
4098	37	42	52	64	78
4099	7	15	24	27	52
4100	2	19	54	60	76
4101	6	18	59	62	79
4102	30	38	46	52	60
4103	1	7	37	64	72
4104	15	25	41	61	67
4105	28	51	66	67	76
4106	5	12	52	59	65
4107	9	41	44	50	60
4108	6	16	58	67	77
4109	26	28	31	70	75
4110	6	20	23	55	66
4111	9	20	36	45	58
4112	6	10	41	53	79
4113	6	11	28	48	67
4114	14	26	28	55	79
4115	9	37	66	75	78
4116	23	39	58	59	80
4117	17	18	19	24	44
4118	19	36	49	63	70
4119	21	44	66	74	77
4120	12	17	22	52	63
4121	1	17	20	50	75
4122	31	35	38	48	74
4123	1	26	34	40	49
4124	15	22	28	34	72
4125	23	36	54	59	70
4126	21	53	57	69	71
4127	1	28	30	73	76
4128	1	10	11	24	60
4129	3	19	46	52	64
4130	10	31	32	38	79
4131	14	34	63	73	76
4132	22	32	34	43	51
4133	7	9	38	62	66
4134	6	9	36	46	80
4135	5	38	41	55	66
4136	26	31	41	49	61
4137	9	22	24	41	78
4138	57	58	64	65	79
4139	6	11	33	48	61
4140	3	18	31	58	61
4141	3	19	43	58	67
4142	3	23	38	69	78
4143	7	11	37	43	79
4144	23	41	44	72	77
4145	14	36	44	67	71
4146	13	16	29	56	80
4147	17	29	43	53	56
4148	32	46	63	72	77
4149	14	19	37	40	56
4150	9	36	39	61	68
4151	36	43	51	58	79
4152	8	32	44	48	74
4153	19	43	44	50	63
4154	1	4	48	57	78
4155	19	24	45	73	76
4156	18	20	24	28	37
4157	7	32	40	52	74
4158	10	25	41	65	78
4159	6	11	72	75	78
4160	36	42	48	62	70
4161	22	48	64	71	78
4162	18	31	51	55	69
4163	5	30	38	55	72
4164	8	11	15	53	55
4165	3	40	41	65	66
4166	30	31	42	45	58
4167	4	36	47	66	76
4168	4	15	31	67	73
4169	21	31	34	41	60
4170	37	39	43	51	75
4171	4	36	76	77	80
4172	5	20	34	43	60
4173	18	24	46	66	74
4174	8	16	26	28	60
4175	3	6	15	18	52
4176	20	53	60	70	74
4177	46	66	70	72	77
4178	6	30	35	45	56
4179	5	11	26	37	58
4180	5	7	19	27	46
4181	14	33	55	60	75
4182	3	7	38	41	46
4183	4	21	22	45	58
4184	8	15	37	74	77
4185	26	32	35	44	48
4186	7	9	21	33	53
4187	28	43	51	54	78
4188	4	10	15	34	76
4189	44	49	59	70	78
4190	1	20	38	55	70
4191	16	18	21	50	78
4192	1	14	32	53	61
4193	9	31	63	69	70
4194	5	22	34	37	58
4195	8	14	20	45	52
4196	19	22	31	40	45
4197	3	16	23	42	55
4198	5	26	48	61	69
4199	38	42	45	52	57
4200	9	39	40	45	80
4201	10	30	51	55	77
4202	9	18	26	51	77
4203	18	24	46	49	57
4204	1	6	42	71	73
4205	4	20	32	75	77
4206	5	8	9	35	54
4207	4	18	27	46	80
4208	20	21	65	68	76
4209	27	49	55	62	74
4210	30	32	38	51	73
4211	8	19	23	43	63
4212	5	8	28	61	74
4213	9	10	24	48	53
4214	25	31	42	44	49
4215	23	36	37	53	56
4216	5	11	21	24	43
4217	10	36	43	60	63
4218	17	30	33	78	79
4219	11	13	26	31	73
4220	4	5	16	23	54
4221	1	8	18	36	53
4222	7	24	39	58	76
4223	4	5	31	42	70
4224	8	11	46	68	79
4225	23	33	35	36	39
4226	13	16	48	57	65
4227	11	13	69	73	77
4228	9	12	16	26	37
4229	25	28	29	33	67
4230	7	10	20	24	75
4231	25	40	69	71	78
4232	8	40	49	53	75
4233	10	18	26	72	79
4234	20	37	46	55	60
4235	13	23	37	40	63
4236	16	25	28	30	68
4237	15	24	28	65	72
4238	4	8	10	44	70
4239	28	39	40	42	64
4240	6	7	21	28	30
4241	54	55	62	71	78
4242	13	15	24	36	44
4243	14	19	32	37	70
4244	14	18	26	36	57
4245	7	20	48	55	60
4246	25	44	59	63	73
4247	18	26	58	64	66
4248	5	6	16	53	61
4249	19	29	44	50	72
4250	4	7	47	51	53
4251	5	13	30	43	79
4252	24	29	31	39	42
4253	9	10	16	22	55
4254	12	24	56	58	74
4255	19	22	36	41	71
4256	28	38	41	49	57
4257	15	22	45	48	64
4258	3	5	27	43	49
4259	27	50	55	69	71
4260	46	51	64	66	71
4261	19	32	41	43	44
4262	8	9	43	46	70
4263	8	45	49	52	56
4264	2	12	20	56	80
4265	17	28	40	58	67
4266	10	15	35	38	50
4267	15	20	31	33	39
4268	54	59	63	76	80
4269	17	23	30	35	60
4270	12	18	32	52	57
4271	16	26	35	53	77
4272	2	36	41	45	68
4273	9	21	30	46	57
4274	31	39	70	71	76
4275	27	35	72	73	76
4276	12	13	22	24	63
4277	17	36	57	66	71
4278	6	16	41	74	79
4279	20	25	55	64	71
4280	14	17	18	30	40
4281	2	19	27	54	65
4282	6	26	29	67	74
4283	18	43	47	69	72
4284	11	21	31	49	65
4285	1	22	64	72	76
4286	22	25	46	70	73
4287	37	39	46	54	70
4288	40	48	49	74	79
4289	23	34	43	68	69
4290	15	22	25	26	28
4291	9	41	51	70	80
4292	19	41	67	74	79
4293	1	2	16	29	52
4294	17	22	27	36	57
4295	6	19	23	48	74
4296	7	25	26	52	63
4297	13	42	64	73	80
4298	39	40	47	52	79
4299	5	12	35	53	75
4300	4	8	21	26	35
4301	1	3	20	23	35
4302	25	43	52	54	78
4303	3	34	47	60	77
4304	6	8	28	44	63
4305	5	20	53	56	78
4306	14	18	44	70	80
4307	6	36	37	40	70
4308	4	6	10	21	58
4309	14	35	37	57	65
4310	27	40	44	63	76
4311	2	9	41	72	73
4312	23	35	66	74	79
4313	20	24	44	49	70
4314	2	22	23	77	80
4315	17	22	31	46	66
4316	15	17	23	76	78
4317	24	44	63	65	66
4318	13	14	70	73	76
4319	39	41	43	56	66
4320	19	24	48	76	79
4321	8	34	42	56	57
4322	2	14	18	32	68
4323	33	38	58	60	62
4324	6	7	32	37	50
4325	30	39	44	62	65
4326	8	28	45	66	70
4327	23	36	52	69	80
4328	16	18	26	69	78
4329	22	38	61	65	73
4330	6	15	27	38	39
4331	9	20	26	63	72
4332	10	22	36	38	65
4333	4	16	36	70	72
4334	33	37	43	55	59
4335	1	43	47	61	71
4336	14	26	43	66	67
4337	5	22	31	44	73
4338	19	29	45	48	50
4339	11	21	47	49	79
4340	49	61	67	76	78
4341	25	32	34	70	72
4342	17	33	36	41	74
4343	6	22	45	75	78
4344	2	32	46	57	80
4345	4	9	12	49	59
4346	1	15	52	63	74
4347	1	21	57	70	76
4348	57	69	70	78	79
4349	6	15	44	56	76
4350	21	29	58	70	72
4351	6	10	26	41	54
4352	6	33	44	63	78
4353	2	22	43	44	50
4354	45	52	53	70	76
4355	2	9	33	35	69
4356	20	54	68	70	80
4357	4	22	36	48	70
4358	1	41	45	47	49
4359	11	15	28	57	58
4360	26	27	29	49	70
4361	6	43	45	49	66
4362	26	29	52	67	71
4363	3	13	53	54	55
4364	24	31	63	64	68
4365	20	39	51	64	70
4366	10	18	20	23	59
4367	37	47	51	67	76
4368	4	30	33	52	66
4369	9	10	20	21	34
4370	33	35	66	75	79
4371	14	42	57	64	78
